2,51,1034.03
3,50,1544.97
3,55,1037.79
3,60,260.83
4,5,427.14
4,6,490.52
4,48,338.32
5,4,427.14
5,54,705.76
6,4,490.52
6,47,632.26
6,56,792.82
7,57,726.75
7,58,587.43
8,60,517.51
8,66,751.21
8,68,636.79
10,13,1111.27
12,63,387.66
12,73,1014.15
13,10,1111.27
13,16,1364.1
14,17,1007.74
14,19,712.83
14,21,1591.99
14,22,443.96
14,24,362.84
15,17,728.22
15,18,522.56
15,23,223.33
15,75,261.57
16,13,1364.1
16,20,1394.04
16,76,417.07
17,14,1007.74
17,15,728.22
17,19,908.73
17,23,39.48
17,64,848.72
18,15,522.56
18,73,941.34
18,75,1404.04
19,14,712.83
19,17,908.73
19,22,367.66
19,23,274.34
20,16,1394.04
20,76,1624.64
21,14,1591.99
22,14,443.96
22,19,367.66
22,23,74.15
22,24,281.16
23,15,223.33
23,17,39.48
23,19,274.34
23,22,74.15
23,26,363.96
23,27,414.43
23,75,1015.87
24,14,362.84
24,22,281.16
25,77,1022.72
25,78,78.43
26,23,363.96
26,27,50.96
27,23,414.43
27,26,50.96
27,28,471.38
27,32,418.38
27,75,230.67
28,27,471.38
28,31,19.74
28,32,353.09
28,33,348.78
29,31,850.9
29,76,274.7
31,28,19.74
31,29,850.9
31,33,673.87
31,35,777.01
31,37,866.92
31,76,898.65
32,27,418.38
32,28,353.09
32,33,485.56
32,38,700.6
33,28,348.78
33,31,673.87
33,32,485.56
33,35,1113.84
33,38,679.96
33,82,236.13
34,91,501.66
35,31,777.01
35,33,1113.84
35,37,911.69
35,82,1375.57
36,37,1261.84
36,76,335.83
36,78,960.14
36,79,436.68
37,31,866.92
37,35,911.69
37,36,1261.84
37,76,124.73
37,79,137.05
37,82,884.6
38,32,700.6
38,33,679.96
39,80,1015.58
39,83,197.46
40,79,342.66
40,84,39.64
40,86,607.3
42,88,543.81
45,47,669.82
45,49,1304.29
46,47,321.52
46,48,1220.92
47,6,632.26
47,45,669.82
47,46,321.52
47,48,1962.51
48,4,338.32
48,46,1220.92
48,47,1962.51
49,45,1304.29
49,51,82.7
49,56,129.9
50,3,1544.97
50,55,564.31
51,2,1034.03
51,49,82.7
53,54,638.39
54,5,705.76
54,53,638.39
55,3,1037.79
55,50,564.31
55,60,896.85
56,6,792.82
56,49,129.9
56,63,1049.62
57,7,726.75
57,58,189.56
58,7,587.43
58,57,189.56
58,59,1042.99
58,64,592.28
59,58,1042.99
59,64,360.76
60,3,260.83
60,8,517.51
60,55,896.85
60,65,1966.25
60,66,691.78
60,68,205.12
62,65,266.87
62,67,443.08
62,72,645.39
63,12,387.66
63,56,1049.62
63,64,1255.94
64,17,848.72
64,58,592.28
64,59,360.76
64,63,1255.94
65,60,1966.25
65,62,266.87
65,67,786.76
65,68,906.3
66,8,751.21
66,60,691.78
67,62,443.08
67,65,786.76
68,8,636.79
68,60,205.12
68,65,906.3
70,71,763.21
70,72,1384.71
71,70,763.21
71,96,767.43
72,62,645.39
72,70,1384.71
73,12,1014.15
73,18,941.34
73,75,214.77
74,91,279.56
75,15,261.57
75,18,1404.04
75,23,1015.87
75,27,230.67
75,73,214.77
76,16,417.07
76,20,1624.64
76,29,274.7
76,31,898.65
76,36,335.83
76,37,124.73
76,77,1207.91
76,78,702.11
77,25,1022.72
77,76,1207.91
77,78,856.43
78,25,78.43
78,36,960.14
78,76,702.11
78,77,856.43
78,79,1508.4
79,36,436.68
79,37,137.05
79,40,342.66
79,78,1508.4
79,81,876.57
79,82,830.06
79,84,551.96
79,86,932.36
80,39,1015.58
80,83,1277.18
80,98,325.39
81,79,876.57
81,84,1486.68
81,86,106.09
82,33,236.13
82,35,1375.57
82,37,884.6
82,79,830.06
83,39,197.46
83,80,1277.18
84,40,39.64
84,79,551.96
84,81,1486.68
84,86,448.13
85,87,1268.07
86,40,607.3
86,79,932.36
86,81,106.09
86,84,448.13
86,88,925.12
87,85,1268.07
88,42,543.81
88,86,925.12
89,90,1381.57
90,89,1381.57
90,100,1095.56
91,34,501.66
91,74,279.56
92,93,1848.55
92,94,295.01
93,92,1848.55
94,92,295.01
96,71,767.43
96,98,1203.59
97,99,1135.62
98,80,325.39
98,96,1203.59
98,99,1182.61
99,97,1135.62
99,98,1182.61
100,90,1095.56
